,commune_id,commune_name,tranche,nb_foyers,revenue_reference,impot net,nb_foyers_imposes,revenue_reference_impose,nb_foyers_salaire,montant_salaire,nb_foyers_retraite,montant_retraite
,001,Abeilhan,0 à 10 000,205,890,-23,n.c.,n.c.,84,507,60,558
,001,Abeilhan,10 001 à 12 000,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.
,001,Abeilhan,12 001 à 15 000,88,"1,180",-13,n.c.,n.c.,62,940,26,396
,001,Abeilhan,15 001 à 20 000,182,"3,194",-1,44,795,127,"2,403",63,"1,105"
,001,Abeilhan,20 001 à 30 000,214,"5,242",89,97,"2,402",140,"3,694",86,"2,096"
,001,Abeilhan,30 001 à 50 000,247,"9,403",248,160,"6,114",168,"6,466",111,"3,524"
,001,Abeilhan,50 001 à 100 000,75,"4,741",332,n.c.,n.c.,58,"2,969",32,"1,181"
,001,Abeilhan,+ de 100 000,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.
,001,Abeilhan,Total,"1,059","26,423",850,383,"15,135",669,"17,757",397,"9,187"
,002,Adissan,Total,788,"18,563",580,242,"9,751",524,"14,621",254,"5,439"
,003,Agde,0 à 10 000,"6,203","23,974",-185,63,283,"2,101","13,044","2,137","17,858"
,003,Agde,10 001 à 12 000,"1,395","15,400",-71,31,342,727,"8,709",685,"9,559"
,003,Agde,12 001 à 15 000,"2,041","27,351",-72,n.c.,n.c.,"1,360","19,958",753,"11,605"
,003,Agde,15 001 à 20 000,"3,850","67,206",196,"1,373","25,011","2,227","40,936","1,782","34,649"
,003,Agde,20 001 à 30 000,"4,287","103,778","2,167","2,439","59,025","2,164","52,012","2,394","59,899"
,003,Agde,30 001 à 50 000,"3,711","141,152","5,769","2,905","112,466","1,701","57,836","2,426","85,155"
,003,Agde,50 001 à 100 000,"1,648","106,668","9,291","1,558","101,208",872,"45,100",969,"45,956"
,003,Agde,+ de 100 000,367,"70,375","12,679",n.c.,n.c.,263,"22,781",155,"7,588"
,003,Agde,Total,"23,502","555,904","29,773","8,761","368,391","11,415","260,375","11,301","272,270"
,004,Agel,Total,158,"3,087",45,47,"1,522",73,"1,248",84,"1,827"
,005,Agonès,Total,162,"4,563",162,78,"3,223",99,"2,930",62,"1,606"
,006,Aigne,Total,173,"3,820",139,54,"2,081",73,"1,547",82,"1,805"
,007,Aigues-Vives,Total,318,"6,122",94,87,"3,079",159,"3,242",139,"2,889"
,008,Les Aires,Total,377,"8,677",267,130,"4,680",220,"5,330",173,"3,688"
,009,Alignan-du-Vent,0 à 10 000,212,"1,042",-29,n.c.,n.c.,77,527,84,756
,009,Alignan-du-Vent,10 001 à 12 000,61,667,-2,n.c.,n.c.,n.c.,n.c.,37,500
,009,Alignan-du-Vent,12 001 à 15 000,74,996,-8,n.c.,n.c.,50,816,n.c.,n.c.
,009,Alignan-du-Vent,15 001 à 20 000,182,"3,172",2,54,988,108,"2,049",83,"1,588"
,009,Alignan-du-Vent,20 001 à 30 000,199,"4,829",71,91,"2,193",114,"3,022",93,"2,298"
,009,Alignan-du-Vent,30 001 à 50 000,235,"9,035",262,170,"6,642",142,"5,106",121,"4,205"
,009,Alignan-du-Vent,50 001 à 100 000,100,"6,593",465,87,"5,823",70,"4,206",36,"1,812"
,009,Alignan-du-Vent,+ de 100 000,15,"2,447",304,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.
,009,Alignan-du-Vent,Total,"1,078","28,781","1,066",424,"17,913",603,"16,950",483,"11,748"
,010,Aniane,0 à 10 000,408,"1,588",-19,n.c.,n.c.,169,"1,067",112,901
,010,Aniane,10 001 à 12 000,110,"1,208",-10,n.c.,n.c.,70,887,41,581
,010,Aniane,12 001 à 15 000,141,"1,891",-11,n.c.,n.c.,98,"1,603",n.c.,n.c.
,010,Aniane,15 001 à 20 000,300,"5,241",-5,94,"1,708",210,"4,383",92,"1,757"
,010,Aniane,20 001 à 30 000,348,"8,528",115,165,"4,036",238,"6,161",133,"3,159"
,010,Aniane,30 001 à 50 000,355,"13,477",375,239,"9,267",220,"8,891",162,"5,491"
,010,Aniane,50 001 à 100 000,163,"10,655",771,149,"9,805",130,"8,072",49,"2,128"
,010,Aniane,+ de 100 000,29,"6,839","1,029",n.c.,n.c.,24,"2,493",n.c.,n.c.
,010,Aniane,Total,"1,854","49,427","2,244",681,"31,577","1,159","33,558",637,"14,942"
,011,Arboras,Total,75,"1,712",90,23,"1,076",47,"1,139",23,446
,012,Argelliers,Total,604,"20,509","1,230",289,"14,803",423,"14,659",199,"5,532"
,013,Aspiran,0 à 10 000,223,"1,072",-20,n.c.,n.c.,89,579,86,835
,013,Aspiran,10 001 à 12 000,53,579,-4,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.
,013,Aspiran,12 001 à 15 000,101,"1,364",-14,n.c.,n.c.,76,"1,172",28,438
,013,Aspiran,15 001 à 20 000,169,"2,949",11,50,914,109,"2,122",65,"1,219"
,013,Aspiran,20 001 à 30 000,188,"4,480",65,87,"2,065",123,"3,117",79,"1,778"
,013,Aspiran,30 001 à 50 000,197,"7,479",152,121,"4,715",139,"5,365",77,"2,487"
,013,Aspiran,50 001 à 100 000,81,"5,171",360,n.c.,n.c.,52,"2,693",42,"1,970"
,013,Aspiran,+ de 100 000,11,"2,395",536,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.
,013,Aspiran,Total,"1,023","25,489","1,085",347,"14,803",629,"16,603",408,"9,167"
,014,Assas,Total,876,"60,158","8,240",541,"54,233",543,"29,798",376,"13,247"
,015,Assignan,Total,109,"2,569",99,38,"1,546",51,"1,157",56,"1,247"
,016,Aumelas,Total,371,"11,471",419,158,"7,359",260,"8,343",120,"2,910"
,017,Aumes,Total,277,"8,130",317,127,"5,541",189,"5,358",110,"2,507"
,018,Autignac,Total,606,"15,605",585,213,"9,272",355,"9,518",234,"6,073"
,019,Avène,Total,207,"3,839",66,72,"2,291",95,"1,885",100,"2,022"
,020,Azillanet,Total,249,"5,088",140,81,"3,039",126,"2,801",116,"2,268"
,021,Babeau-Bouldoux,Total,178,"4,200",111,62,"2,511",84,"1,767",84,"1,989"
,022,Baillargues,0 à 10 000,665,"2,888",-40,n.c.,n.c.,290,"2,079",164,"1,467"
,022,Baillargues,10 001 à 12 000,203,"2,252",-12,n.c.,n.c.,139,"1,687",65,924
,022,Baillargues,12 001 à 15 000,294,"3,951",-26,n.c.,n.c.,220,"3,356",75,"1,195"
,022,Baillargues,15 001 à 20 000,667,"11,678",42,256,"4,663",500,"9,989",170,"3,281"
,022,Baillargues,20 001 à 30 000,956,"23,246",488,578,"14,079",716,"18,830",265,"6,704"
,022,Baillargues,30 001 à 50 000,980,"37,836","1,539",730,"28,405",675,"26,630",373,"12,811"
,022,Baillargues,50 001 à 100 000,639,"42,444","3,211",598,"39,940",518,"32,800",177,"8,000"
,022,Baillargues,+ de 100 000,184,"37,423","6,282",n.c.,n.c.,165,"21,885",37,"1,973"
,022,Baillargues,Total,"4,588","161,718","11,484","2,355","123,943","3,223","117,256","1,326","36,356"
,023,Balaruc-les-Bains,0 à 10 000,891,"3,889",-52,n.c.,n.c.,323,"2,044",341,"2,899"
,023,Balaruc-les-Bains,10 001 à 12 000,260,"2,889",-19,n.c.,n.c.,117,"1,499",139,"2,041"
,023,Balaruc-les-Bains,12 001 à 15 000,387,"5,180",-23,n.c.,n.c.,247,"3,701",147,"2,272"
,023,Balaruc-les-Bains,15 001 à 20 000,796,"13,940",28,268,"4,877",463,"8,925",351,"6,893"
,023,Balaruc-les-Bains,20 001 à 30 000,"1,001","24,248",441,567,"13,767",556,"14,213",498,"12,429"
,023,Balaruc-les-Bains,30 001 à 50 000,958,"36,792","1,261",728,"28,368",497,"18,276",555,"19,761"
,023,Balaruc-les-Bains,50 001 à 100 000,464,"30,336","2,295",444,"29,083",331,"19,701",189,"8,650"
,023,Balaruc-les-Bains,+ de 100 000,112,"21,442","4,106",n.c.,n.c.,95,"9,350",28,"1,199"
,023,Balaruc-les-Bains,Total,"4,869","138,716","8,036","2,131","97,641","2,629","77,709","2,248","56,145"
,024,Balaruc-le-Vieux,0 à 10 000,252,"1,118",-13,n.c.,n.c.,85,511,110,853
,024,Balaruc-le-Vieux,10 001 à 12 000,84,921,-15,n.c.,n.c.,50,609,36,501
,024,Balaruc-le-Vieux,12 001 à 15 000,105,"1,403",-6,n.c.,n.c.,73,"1,118",32,541
,024,Balaruc-le-Vieux,15 001 à 20 000,225,"3,930",5,74,"1,337",153,"2,967",76,"1,414"
,024,Balaruc-le-Vieux,20 001 à 30 000,356,"8,745",159,194,"4,717",206,"5,488",166,"4,028"
,024,Balaruc-le-Vieux,30 001 à 50 000,359,"13,942",472,270,"10,692",216,"8,296",178,"6,045"
,024,Balaruc-le-Vieux,50 001 à 100 000,212,"13,754","1,006",196,"12,825",166,"9,656",72,"2,795"
,024,Balaruc-le-Vieux,+ de 100 000,41,"13,476","2,098",n.c.,n.c.,34,"3,379",11,428
,024,Balaruc-le-Vieux,Total,"1,634","57,288","3,706",776,"42,890",983,"32,024",681,"16,604"
,025,Bassan,0 à 10 000,224,"1,044",-7,n.c.,n.c.,88,663,80,668
,025,Bassan,10 001 à 12 000,75,829,-8,n.c.,n.c.,39,425,43,n.c.
,025,Bassan,12 001 à 15 000,107,"1,434",-14,n.c.,n.c.,72,"1,091",n.c.,605
,025,Bassan,15 001 à 20 000,208,"3,636",-4,63,"1,151",144,"2,978",65,"1,282"
,025,Bassan,20 001 à 30 000,314,"7,610",137,169,"4,072",192,"4,929",143,"3,621"
,025,Bassan,30 001 à 50 000,320,"12,287",371,220,"8,607",183,"7,534",154,"5,420"
,025,Bassan,50 001 à 100 000,146,"9,576",728,n.c.,n.c.,109,"6,584",49,"2,238"
,025,Bassan,+ de 100 000,16,"3,096",506,n.c.,n.c.,13,"1,496",n.c.,n.c.
,025,Bassan,Total,"1,410","39,513","1,709",610,"25,965",840,"25,699",577,"14,619"
,026,Beaufort,Total,133,"3,553",173,42,"2,006",66,"1,388",70,"1,741"
,027,Beaulieu,0 à 10 000,140,611,-17,n.c.,n.c.,52,361,50,439
,027,Beaulieu,10 001 à 12 000,51,558,-6,n.c.,n.c.,34,432,n.c.,n.c.
,027,Beaulieu,12 001 à 15 000,73,971,-6,n.c.,n.c.,58,876,20,275
,027,Beaulieu,15 001 à 20 000,147,"2,553",4,56,"1,000",112,"2,229",37,683
,027,Beaulieu,20 001 à 30 000,238,"5,845",118,121,"2,941",164,"4,339",82,"2,050"
,027,Beaulieu,30 001 à 50 000,276,"10,801",343,190,"7,569",207,"8,481",89,"2,945"
,027,Beaulieu,50 001 à 100 000,242,"16,557","1,228",226,"15,501",188,"12,761",71,"3,533"
,027,Beaulieu,+ de 100 000,53,"7,587","1,141",n.c.,n.c.,50,"6,171",n.c.,n.c.
,027,Beaulieu,Total,"1,220","45,482","2,806",648,"34,620",865,"35,650",370,"10,482"
,028,Bédarieux,0 à 10 000,"1,324","4,896",-47,n.c.,n.c.,445,"2,615",453,"3,811"
,028,Bédarieux,10 001 à 12 000,252,"2,779",-28,n.c.,n.c.,105,"1,243",154,"2,204"
,028,Bédarieux,12 001 à 15 000,320,"4,275",-17,n.c.,n.c.,189,"2,770",139,"2,258"
,028,Bédarieux,15 001 à 20 000,625,"10,817",5,190,"3,419",348,"6,638",306,"5,881"
,028,Bédarieux,20 001 à 30 000,635,"15,382",267,320,"7,703",353,"8,401",342,"8,186"
,028,Bédarieux,30 001 à 50 000,489,"18,479",646,362,"13,960",243,"8,261",318,"10,779"
,028,Bédarieux,50 001 à 100 000,172,"10,948",807,157,"10,002",102,"5,425",93,"4,185"
,028,Bédarieux,+ de 100 000,27,"5,211",735,n.c.,n.c.,20,"1,451",13,565
,028,Bédarieux,Total,"3,844","72,786","2,368","1,070","39,815","1,805","36,805","1,818","37,870"
,029,Bélarga,Total,350,"8,951",269,123,"5,218",227,"6,506",121,"2,825"
,030,Berlou,Total,126,"2,928",73,44,"1,599",58,"1,290",62,"1,544"
,031,Bessan,0 à 10 000,733,"3,074",-52,n.c.,n.c.,277,"1,808",264,"2,275"
,031,Bessan,10 001 à 12 000,212,"2,336",-27,n.c.,n.c.,137,"1,709",82,"1,154"
,031,Bessan,12 001 à 15 000,323,"4,364",-18,n.c.,n.c.,232,"3,610",98,"1,444"
,031,Bessan,15 001 à 20 000,551,"9,585",-7,168,"3,066",369,"7,184",191,"3,622"
,031,Bessan,20 001 à 30 000,627,"15,307",228,290,"7,006",411,"10,297",267,"6,360"
,031,Bessan,30 001 à 50 000,585,"22,388",671,390,"15,347",394,"14,740",265,"8,584"
,031,Bessan,50 001 à 100 000,246,"15,805","1,120",232,"14,974",187,"11,137",80,"3,405"
,031,Bessan,+ de 100 000,32,"4,841",814,n.c.,n.c.,25,"2,131",11,579
,031,Bessan,Total,"3,309","77,700","2,730","1,130","45,399","2,032","52,616","1,258","27,424"
,032,Béziers,0 à 10 000,"19,759","64,332",-510,113,544,"6,838","39,219","5,832","45,811"
,032,Béziers,10 001 à 12 000,"3,281","36,190",-216,29,317,"1,906","22,400","1,477","20,753"
,032,Béziers,12 001 à 15 000,"4,242","56,990",-189,51,687,"2,998","44,661","1,347","20,837"
,032,Béziers,15 001 à 20 000,"7,999","139,301",145,"2,568","46,766","5,289","100,124","3,016","58,027"
,032,Béziers,20 001 à 30 000,"8,321","200,963","3,648","4,441","107,354","5,317","133,703","3,518","86,185"
,032,Béziers,30 001 à 50 000,"6,148","231,942","8,748","4,453","170,932","3,608","133,173","3,087","106,050"
,032,Béziers,50 001 à 100 000,"2,655","174,464","14,200","2,471","163,044","1,713","96,173","1,192","57,535"
,032,Béziers,+ de 100 000,737,"212,009","36,509",718,"207,958",525,"51,105",230,"12,078"
,032,Béziers,Total,"53,142","1,116,190","62,335","14,844","697,603","28,194","620,557","19,699","407,276"
,033,Boisseron,0 à 10 000,197,937,-20,n.c.,n.c.,77,517,73,547
,033,Boisseron,10 001 à 12 000,58,639,-8,n.c.,n.c.,34,423,n.c.,n.c.
,033,Boisseron,12 001 à 15 000,83,"1,114",-7,n.c.,n.c.,56,898,26,423
,033,Boisseron,15 001 à 20 000,142,"2,500",2,55,994,100,"2,009",45,859
,033,Boisseron,20 001 à 30 000,223,"5,459",103,116,"2,881",133,"3,574",97,"2,431"
,033,Boisseron,30 001 à 50 000,251,"9,693",274,163,"6,444",176,"7,221",92,"3,169"
,033,Boisseron,50 001 à 100 000,183,"12,056",866,n.c.,n.c.,146,"9,472",54,"2,505"
,033,Boisseron,+ de 100 000,42,"7,738","1,135",n.c.,n.c.,38,"4,143",n.c.,n.c.
,033,Boisseron,Total,"1,179","40,137","2,345",555,"29,463",760,"28,258",418,"10,659"
,034,Boisset,Total,26,315,-3,n.c.,n.c.,n.c.,n.c.,13,212
,035,La Boissière,Total,615,"23,271","2,086",293,"17,958",392,"14,725",199,"5,480"
,036,Le Bosc,Total,876,"21,833",760,332,"13,106",560,"15,402",314,"7,397"
,037,Boujan-sur-Libron,0 à 10 000,414,"1,851",-28,n.c.,n.c.,168,"1,070",140,"1,169"
,037,Boujan-sur-Libron,10 001 à 12 000,121,"1,340",-4,n.c.,n.c.,69,851,55,799
,037,Boujan-sur-Libron,12 001 à 15 000,201,"2,705",-4,n.c.,n.c.,143,"2,243",65,"1,023"
,037,Boujan-sur-Libron,15 001 à 20 000,383,"6,662",-2,124,"2,271",261,"4,986",137,"2,574"
,037,Boujan-sur-Libron,20 001 à 30 000,451,"10,995",238,263,"6,389",297,"7,596",177,"4,332"
,037,Boujan-sur-Libron,30 001 à 50 000,407,"15,637",568,306,"11,991",235,"8,482",208,"7,385"
,037,Boujan-sur-Libron,50 001 à 100 000,202,"13,560","1,109",n.c.,n.c.,137,"7,927",85,"4,139"
,037,Boujan-sur-Libron,+ de 100 000,71,"42,961","7,110",n.c.,n.c.,55,"4,053",23,"1,076"
,037,Boujan-sur-Libron,Total,"2,250","95,711","8,987",960,"76,419","1,365","37,208",890,"22,497"
,038,Le Bousquet-d'Orb,0 à 10 000,319,"1,273",-10,n.c.,n.c.,106,710,122,"1,009"
,038,Le Bousquet-d'Orb,10 001 à 12 000,81,900,-7,n.c.,n.c.,33,n.c.,51,752
,038,Le Bousquet-d'Orb,12 001 à 15 000,110,"1,457",-9,n.c.,n.c.,52,777,62,"1,029"
,038,Le Bousquet-d'Orb,15 001 à 20 000,200,"3,478",8,63,"1,141",111,"2,166",96,"1,969"
,038,Le Bousquet-d'Orb,20 001 à 30 000,201,"4,860",77,93,"2,215",112,"2,730",110,"2,732"
,038,Le Bousquet-d'Orb,30 001 à 50 000,122,"4,511",133,90,"3,391",72,"2,455",70,"2,298"
,038,Le Bousquet-d'Orb,50 001 à 100 000,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,"1,350",n.c.,n.c.
,038,Le Bousquet-d'Orb,+ de 100 000,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.
,038,Le Bousquet-d'Orb,Total,"1,072","19,918",576,286,"9,984",514,"10,998",524,"10,508"
,039,Bouzigues,0 à 10 000,168,730,-8,n.c.,n.c.,57,382,59,554
,039,Bouzigues,10 001 à 12 000,43,467,-2,n.c.,n.c.,21,235,25,350
,039,Bouzigues,12 001 à 15 000,73,990,-2,n.c.,n.c.,51,770,21,326
,039,Bouzigues,15 001 à 20 000,141,"2,461",10,48,876,91,"1,773",46,872
,039,Bouzigues,20 001 à 30 000,166,"3,978",68,92,"2,237",110,"2,697",64,"1,526"
,039,Bouzigues,30 001 à 50 000,217,"8,529",366,168,"6,694",109,"4,022",126,"4,666"
,039,Bouzigues,50 001 à 100 000,163,"10,909",889,n.c.,n.c.,103,"6,294",72,"3,589"
,039,Bouzigues,+ de 100 000,43,"11,241","1,861",n.c.,n.c.,29,"3,311",20,863
,039,Bouzigues,Total,"1,014","39,304","3,181",509,"31,509",571,"19,483",433,"12,746"
,040,Brenas,Total,45,730,5,14,396,23,344,19,398
,041,Brignac,Total,509,"13,255",505,192,"7,815",369,"11,213",130,"2,801"
,042,Brissac,Total,362,"11,153",613,151,"7,616",228,"6,970",137,"3,325"
,043,Buzignargues,Total,213,"6,425",221,101,"4,479",154,"5,368",58,"1,442"
,044,Cabrerolles,Total,235,"5,464",166,72,"3,177",146,"3,018",93,"1,890"
,045,Cabrières,Total,331,"8,027",318,105,"4,820",189,"4,318",134,"3,006"
,046,Cambon-et-Salvergues,Total,32,607,31,n.c.,n.c.,n.c.,n.c.,14,374
,047,Campagnan,Total,415,"11,886",551,182,"7,882",260,"8,124",140,"4,084"
,048,Campagne,Total,186,"5,307",239,80,"3,507",131,"3,571",65,"1,494"
,049,Camplong,Total,166,"2,893",39,45,"1,404",77,"1,401",90,"1,784"
,050,Candillargues,0 à 10 000,130,624,-8,n.c.,n.c.,65,548,39,328
,050,Candillargues,10 001 à 12 000,38,425,0,n.c.,n.c.,26,340,n.c.,n.c.
,050,Candillargues,12 001 à 15 000,85,"1,157",-3,n.c.,n.c.,68,"1,011",20,309
,050,Candillargues,15 001 à 20 000,199,"3,417",6,60,"1,082",162,"3,156",46,779
,050,Candillargues,20 001 à 30 000,230,"5,561",110,126,"3,060",179,"4,714",63,"1,519"
,050,Candillargues,30 001 à 50 000,249,"9,657",312,173,"6,780",206,"8,248",69,"2,091"
,050,Candillargues,50 001 à 100 000,176,"11,811",804,n.c.,n.c.,156,"10,489",26,"1,010"
,050,Candillargues,+ de 100 000,32,"6,749","1,345",n.c.,n.c.,28,"3,408",n.c.,n.c.
,050,Candillargues,Total,"1,139","39,401","2,565",559,"28,867",890,"31,916",282,"6,460"
,051,Canet,0 à 10 000,374,"1,709",-9,12,61,154,"1,008",126,"1,127"
,051,Canet,10 001 à 12 000,87,960,-3,n.c.,n.c.,61,788,32,n.c.
,051,Canet,12 001 à 15 000,157,"2,117",-7,n.c.,n.c.,133,"2,120",n.c.,440
,051,Canet,15 001 à 20 000,292,"5,095",1,82,"1,483",208,"4,159",96,"1,767"
,051,Canet,20 001 à 30 000,370,"9,091",100,153,"3,724",258,"6,768",137,"3,156"
,051,Canet,30 001 à 50 000,448,"17,289",458,277,"10,874",325,"12,404",197,"6,294"
,051,Canet,50 001 à 100 000,214,"14,013",870,198,"12,984",171,"11,011",61,"2,675"
,051,Canet,+ de 100 000,29,"4,044",614,n.c.,n.c.,25,"2,383",n.c.,n.c.
,051,Canet,Total,"1,971","54,319","2,023",753,"33,059","1,335","40,641",685,"16,176"
,052,Capestang,0 à 10 000,495,"2,161",-20,n.c.,n.c.,167,"1,044",206,"1,846"
,052,Capestang,10 001 à 12 000,126,"1,386",-9,n.c.,n.c.,57,704,69,932
,052,Capestang,12 001 à 15 000,176,"2,380",-15,n.c.,n.c.,123,"1,874",60,888
,052,Capestang,15 001 à 20 000,347,"6,058",10,99,"1,784",241,"4,598",120,"2,323"
,052,Capestang,20 001 à 30 000,421,"10,179",151,194,"4,648",260,"6,497",194,"4,658"
,052,Capestang,30 001 à 50 000,359,"13,781",367,242,"9,517",235,"8,835",171,"5,411"
,052,Capestang,50 001 à 100 000,165,"10,733",736,150,"9,743",119,"7,031",59,"2,795"
,052,Capestang,+ de 100 000,25,"4,205",625,n.c.,n.c.,20,"1,264",11,546
,052,Capestang,Total,"2,114","50,882","1,847",719,"29,669","1,222","31,847",890,"19,398"
,053,Carlencas-et-Levas,Total,61,"1,369",39,16,625,33,804,31,625
,054,Cassagnoles,Total,70,895,26,18,464,27,325,28,557
,055,Castanet-le-Haut,Total,133,"2,553",67,34,"1,191",66,"1,263",59,"1,149"
,056,Castelnau-de-Guers,Total,738,"19,264",858,283,"12,445",428,"10,912",312,"7,839"
,057,Castelnau-le-Lez,0 à 10 000,"2,878","11,588",-110,32,140,"1,438","8,685",601,"4,767"
,057,Castelnau-le-Lez,10 001 à 12 000,646,"7,131",-45,n.c.,n.c.,469,"5,535",179,"2,498"
,057,Castelnau-le-Lez,12 001 à 15 000,"1,054","14,282",-59,n.c.,n.c.,859,"12,742",197,"3,055"
,057,Castelnau-le-Lez,15 001 à 20 000,"2,333","41,020",111,991,"18,124","1,883","36,109",469,"8,888"
,057,Castelnau-le-Lez,20 001 à 30 000,"3,282","80,074","2,158","2,241","54,928","2,608","68,149",724,"17,941"
,057,Castelnau-le-Lez,30 001 à 50 000,"2,979","113,708","5,952","2,366","90,991","2,145","82,560",982,"34,534"
,057,Castelnau-le-Lez,50 001 à 100 000,"2,185","148,984","12,821","2,051","140,370","1,521","96,950",845,"45,910"
,057,Castelnau-le-Lez,+ de 100 000,791,"169,151","30,355",778,"167,112",664,"83,982",185,"12,682"
,057,Castelnau-le-Lez,Total,"16,148","585,938","51,182","8,481","471,944","11,587","394,713","4,182","130,274"
,058,Castries,0 à 10 000,560,"2,536",-37,n.c.,n.c.,243,"1,586",163,"1,416"
,058,Castries,10 001 à 12 000,159,"1,753",-6,n.c.,n.c.,102,"1,208",59,828
,058,Castries,12 001 à 15 000,255,"3,452",-13,n.c.,n.c.,202,"3,084",58,881
,058,Castries,15 001 à 20 000,534,"9,335",-2,188,"3,410",396,"7,626",156,"2,864"
,058,Castries,20 001 à 30 000,746,"18,256",381,442,"10,797",513,"13,456",262,"6,420"
,058,Castries,30 001 à 50 000,838,"32,542","1,291",630,"24,777",557,"21,574",359,"12,397"
,058,Castries,50 001 à 100 000,647,"43,720","3,366",601,"40,807",497,"32,360",188,"9,198"
,058,Castries,+ de 100 000,179,"35,840","5,577",n.c.,n.c.,160,"20,728",31,"1,848"
,058,Castries,Total,"3,918","147,433","10,557","2,045","115,157","2,670","101,623","1,276","35,852"
,059,La Caunette,Total,207,"4,106",107,65,"2,416",101,"2,072",97,"2,036"
,060,Causse-de-la-Selle,Total,275,"6,593",239,97,"3,812",170,"4,827",106,"2,229"
,061,Causses-et-Veyran,Total,406,"8,585",233,128,"4,808",214,"5,140",174,"3,797"
,062,Caussiniojouls,Total,89,"2,578",159,32,"1,670",60,"1,599",29,480
,063,Caux,0 à 10 000,410,"1,651",-51,n.c.,n.c.,139,"1,015",150,"1,238"
,063,Caux,10 001 à 12 000,96,"1,068",-8,n.c.,n.c.,47,630,46,694
,063,Caux,12 001 à 15 000,143,"1,916",-6,n.c.,n.c.,97,"1,538",n.c.,n.c.
,063,Caux,15 001 à 20 000,248,"4,336",0,67,"1,227",156,"3,039",101,"1,956"
,063,Caux,20 001 à 30 000,315,"7,742",115,153,"3,705",202,"5,290",135,"3,271"
,063,Caux,30 001 à 50 000,341,"13,058",375,237,"9,287",196,"7,395",175,"6,058"
,063,Caux,50 001 à 100 000,150,"9,860",710,n.c.,n.c.,104,"5,583",69,"3,426"
,063,Caux,+ de 100 000,25,"3,924",593,n.c.,n.c.,18,"1,562",n.c.,n.c.
,063,Caux,Total,"1,728","43,555","1,727",625,"27,220",959,"26,051",726,"17,733"
,064,Le Caylar,Total,310,"6,015",194,82,"2,951",198,"3,948",114,"2,220"
,065,Cazedarnes,Total,361,"8,128",183,121,"4,175",235,"6,040",120,"2,641"
,066,Cazevieille,Total,100,"5,780",610,68,"5,092",56,"3,207",43,"1,737"
,067,Cazilhac,Total,966,"25,115",833,361,"14,567",571,"15,484",396,"9,734"
,068,Cazouls-d'Hérault,Total,248,"5,984",274,93,"3,796",162,"4,289",84,"1,914"
,069,Cazouls-lès-Béziers,0 à 10 000,674,"2,822",-24,n.c.,n.c.,258,"1,713",214,"1,884"
,069,Cazouls-lès-Béziers,10 001 à 12 000,155,"1,712",-5,n.c.,n.c.,88,"1,015",75,"1,006"
,069,Cazouls-lès-Béziers,12 001 à 15 000,248,"3,339",-10,n.c.,n.c.,181,"2,799",67,"1,076"
,069,Cazouls-lès-Béziers,15 001 à 20 000,510,"8,880",-1,140,"2,549",368,"7,189",171,"3,086"
,069,Cazouls-lès-Béziers,20 001 à 30 000,605,"14,618",206,271,"6,549",390,"9,881",256,"6,164"
,069,Cazouls-lès-Béziers,30 001 à 50 000,581,"22,118",598,391,"15,262",395,"15,088",249,"8,099"
,069,Cazouls-lès-Béziers,50 001 à 100 000,236,"15,346","1,018",216,"14,163",176,"10,149",78,"3,669"
,069,Cazouls-lès-Béziers,+ de 100 000,38,"6,505","1,073",n.c.,n.c.,28,"2,194",13,798
,069,Cazouls-lès-Béziers,Total,"3,047","75,340","2,855","1,066","44,979","1,884","50,028","1,123","25,781"
,070,Cébazan,Total,379,"9,866",297,143,"5,674",231,"6,394",172,"3,936"
,071,Ceilhes-et-Rocozels,Total,171,"2,974",48,48,"1,532",68,"1,169",80,"1,649"
,072,Celles,Total,23,387,19,n.c.,n.c.,14,335,n.c.,n.c.
,073,Cers,0 à 10 000,300,"1,266",-9,n.c.,n.c.,116,702,100,949
,073,Cers,10 001 à 12 000,77,844,-1,n.c.,n.c.,49,578,n.c.,n.c.
,073,Cers,12 001 à 15 000,140,"1,867",-29,n.c.,n.c.,93,"1,372",50,776
,073,Cers,15 001 à 20 000,239,"4,162",1,68,"1,249",153,"2,890",93,"1,776"
,073,Cers,20 001 à 30 000,290,"7,094",75,118,"2,864",169,"4,164",141,"3,549"
,073,Cers,30 001 à 50 000,336,"12,863",386,221,"8,725",210,"7,882",169,"5,459"
,073,Cers,50 001 à 100 000,112,"7,244",511,100,"6,535",80,"4,480",39,"1,629"
,073,Cers,+ de 100 000,27,"4,561",610,n.c.,n.c.,21,"2,142",n.c.,n.c.
,073,Cers,Total,"1,521","39,902","1,544",545,"24,012",891,"24,211",632,"14,991"
,074,Cessenon-sur-Orb,0 à 10 000,382,"1,881",-62,n.c.,n.c.,144,925,161,"1,422"
,074,Cessenon-sur-Orb,10 001 à 12 000,95,"1,041",-5,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.
